user_id,subscription_type,country,device,cohort,days_since_last_seen,churned
566,Premium,United States,Tablet,2022-10,1,False
567,Basic,Canada,Smart TV,2022-11,0,False
568,Standard,United Kingdom,Laptop,2022-11,64,True
569,Standard,Australia,Laptop,2022-11,8,False
570,Basic,Germany,Laptop,2022-11,3,False
571,Premium,France,Smart TV,2022-11,6,False
572,Basic,Brazil,Tablet,2022-11,6,False
573,Standard,Mexico,Smart TV,2022-11,60,True
574,Premium,Spain,Smartphone,2022-10,85,True
575,Basic,Italy,Smart TV,2022-10,5,False
576,Premium,Spain,Tablet,2022-10,2,False
577,Basic,Spain,Laptop,2022-10,178,True
578,Standard,United States,Laptop,2022-10,5,False
579,Standard,Canada,Tablet,2022-10,95,True
580,Basic,United States,Tablet,2022-08,312,True
581,Premium,United States,Laptop,2022-08,0,False
582,Basic,Canada,Laptop,2022-07,337,True
583,Standard,United Kingdom,Tablet,2022-07,66,True
584,Premium,Australia,Smart TV,2022-07,7,False
585,Basic,Germany,Laptop,2022-07,0,False
586,Premium,France,Laptop,2022-08,260,True
587,Basic,Brazil,Smart TV,2022-08,43,True
588,Standard,Mexico,Smartphone,2022-08,163,True
589,Standard,Spain,Laptop,2022-08,174,True
590,Basic,Italy,Laptop,2022-07,53,True
591,Premium,Spain,Smart TV,2022-06,219,True
592,Basic,Spain,Smartphone,2022-06,4,False
593,Standard,United States,Smartphone,2022-06,375,True
594,Premium,Canada,Smart TV,2022-06,319,True
595,Basic,United States,Laptop,2022-06,0,False
596,Basic,United States,Smart TV,2022-06,1,False
597,Basic,Canada,Laptop,2022-06,356,True
598,Standard,United Kingdom,Tablet,2022-07,2,False
599,Premium,Australia,Smart TV,2022-07,199,True
600,Basic,Germany,Smart TV,2022-06,103,True
601,Basic,France,Smart TV,2022-06,16,False
602,Premium,Brazil,Smartphone,2022-06,106,True
603,Standard,Mexico,Tablet,2022-06,4,False
604,Standard,Spain,Smartphone,2022-06,8,False
605,Basic,Italy,Tablet,2022-06,325,True
606,Premium,Spain,Tablet,2022-06,8,False
607,Standard,Spain,Smart TV,2022-06,3,False
608,Basic,United States,Smart TV,2022-06,5,False
609,Standard,Canada,Smartphone,2022-07,349,True
610,Premium,United States,Tablet,2022-07,353,True
611,Basic,United States,Smartphone,2022-07,0,False
612,Premium,Canada,Smart TV,2022-07,277,True
613,Standard,United Kingdom,Laptop,2022-07,15,False
614,Basic,Australia,Smartphone,2022-08,1,False
615,Standard,Germany,Smart TV,2022-08,157,True
616,Premium,France,Laptop,2022-09,3,False
617,Basic,Brazil,Smartphone,2022-09,13,False
618,Standard,Mexico,Smart TV,2022-09,13,False
619,Premium,Spain,Smartphone,2022-09,3,False
620,Basic,Italy,Smartphone,2022-09,223,True
621,Premium,Spain,Smart TV,2022-09,234,True
622,Basic,Spain,Smartphone,2022-08,7,False
623,Standard,United States,Smart TV,2022-08,236,True
624,Standard,Canada,Smartphone,2022-09,1,False
625,Basic,United States,Tablet,2022-09,120,True
626,Premium,United States,Laptop,2022-09,2,False
627,Basic,Canada,Smart TV,2022-09,11,False
628,Standard,United Kingdom,Smartphone,2022-10,0,False
629,Premium,Australia,Tablet,2022-10,96,True
630,Basic,Germany,Smart TV,2022-10,3,False
631,Premium,France,Smartphone,2022-09,8,False
632,Basic,Brazil,Smartphone,2022-09,269,True
633,Standard,Mexico,Smartphone,2022-09,200,True
634,Standard,Spain,Smart TV,2022-09,200,True
635,Basic,Italy,Laptop,2022-10,195,True
636,Premium,Spain,Smart TV,2022-10,5,False
637,Basic,Spain,Tablet,2022-11,2,False
638,Standard,United States,Tablet,2022-11,27,False
639,Premium,Canada,Laptop,2022-11,4,False
640,Basic,United States,Laptop,2022-11,0,False
641,Premium,United States,Tablet,2022-11,2,False
642,Basic,Canada,Laptop,2022-11,6,False
643,Standard,United Kingdom,Smartphone,2022-10,173,True
644,Standard,Australia,Laptop,2022-10,83,True
645,Basic,Germany,Laptop,2022-10,0,False
646,Premium,France,Laptop,2022-10,3,False
647,Basic,Brazil,Smart TV,2022-10,91,True
648,Standard,Mexico,Smartphone,2022-10,13,False
649,Premium,Spain,Smartphone,2022-08,3,False
650,Basic,Italy,Smart TV,2022-08,0,False
651,Premium,Spain,Tablet,2022-08,5,False
652,Basic,Spain,Smartphone,2022-08,2,False
653,Standard,United States,Smartphone,2022-07,6,False
654,Standard,Canada,Smartphone,2022-07,282,True
655,Basic,United States,Tablet,2022-07,55,True
656,Premium,United States,Laptop,2022-07,7,False
657,Basic,Canada,Smart TV,2022-08,49,True
658,Standard,United Kingdom,Smart TV,2022-08,166,True
659,Premium,Australia,Laptop,2022-08,316,True
660,Basic,Germany,Smart TV,2022-06,360,True
661,Premium,France,Laptop,2022-06,300,True
662,Basic,Brazil,Tablet,2022-06,98,True
663,Standard,Mexico,Tablet,2022-06,6,False
664,Standard,Spain,Smart TV,2022-06,11,False
665,Basic,Italy,Smartphone,2022-06,365,True
666,Premium,Spain,Tablet,2022-06,99,True
667,Basic,Spain,Smartphone,2022-06,292,True
668,Standard,United States,Smart TV,2022-07,288,True
669,Premium,Canada,Tablet,2022-06,216,True
670,Basic,United States,Smart TV,2022-06,1,False
671,Basic,United States,Tablet,2022-06,13,False
672,Basic,Canada,Tablet,2022-06,3,False
673,Standard,United Kingdom,Smartphone,2022-06,102,True
674,Premium,Australia,Laptop,2022-06,3,False
675,Basic,Germany,Tablet,2022-06,3,False
676,Basic,France,Smartphone,2022-06,5,False
677,Premium,Brazil,Smart TV,2022-06,9,False
678,Standard,Mexico,Smart TV,2022-06,205,True
679,Standard,Spain,Laptop,2022-07,92,True
680,Basic,Italy,Laptop,2022-07,345,True
681,Premium,Spain,Laptop,2022-07,344,True
682,Standard,Spain,Tablet,2022-07,4,False
683,Basic,United States,Smartphone,2022-08,9,False
684,Standard,Canada,Smartphone,2022-08,264,True
685,Premium,United States,Smartphone,2022-08,6,False
686,Basic,United States,Tablet,2022-08,153,True
687,Premium,Canada,Tablet,2022-08,234,True
688,Standard,United Kingdom,Smartphone,2022-09,20,False
689,Basic,Australia,Smart TV,2022-09,230,True
690,Standard,Germany,Laptop,2022-09,141,True
691,Premium,France,Laptop,2022-09,292,True
692,Basic,Brazil,Tablet,2022-08,25,False
693,Standard,Mexico,Tablet,2022-09,288,True
694,Premium,Spain,Smart TV,2022-09,276,True
695,Basic,Italy,Laptop,2022-09,13,False
696,Premium,Spain,Tablet,2022-09,1,False
697,Basic,Spain,Smart TV,2022-10,31,True
698,Standard,United States,Laptop,2022-10,11,False
699,Standard,Canada,Smartphone,2022-10,194,True
700,Basic,United States,Laptop,2022-10,113,True
701,Premium,United States,Smart TV,2022-09,216,True
702,Basic,Canada,Smartphone,2022-09,120,True
703,Standard,United Kingdom,Laptop,2022-09,17,False
704,Premium,Australia,Tablet,2022-09,118,True
705,Basic,Germany,Laptop,2022-10,3,False
706,Premium,France,Smartphone,2022-10,178,True
707,Basic,Brazil,Smart TV,2022-10,177,True
708,Standard,Mexico,Laptop,2022-11,21,False
709,Standard,Spain,Smart TV,2022-11,12,False
710,Basic,Italy,Smart TV,2022-11,2,False
711,Premium,Spain,Laptop,2022-11,2,False
712,Basic,Spain,Tablet,2022-11,220,True
713,Standard,United States,Laptop,2022-11,0,False
714,Premium,Canada,Tablet,2022-10,8,False
715,Basic,United States,Laptop,2022-10,17,False
716,Premium,United States,Laptop,2022-10,5,False
717,Basic,Canada,Tablet,2022-10,4,False
718,Standard,United Kingdom,Tablet,2022-09,267,True
719,Standard,Australia,Tablet,2022-09,227,True
720,Basic,Germany,Tablet,2022-08,147,True
721,Premium,France,Tablet,2022-08,162,True
722,Basic,Brazil,Smartphone,2022-08,158,True
723,Standard,Mexico,Smartphone,2022-08,1,False
724,Premium,Spain,Laptop,2022-08,2,False
725,Basic,Italy,Tablet,2022-08,8,False
726,Premium,Spain,Laptop,2022-08,261,True
727,Basic,Spain,Laptop,2022-08,9,False
728,Standard,United States,Laptop,2022-08,271,True
729,Standard,Canada,Smartphone,2022-07,286,True
730,Basic,United States,Smartphone,2022-06,11,False
731,Premium,United States,Tablet,2022-06,323,True
732,Basic,Canada,Tablet,2022-06,303,True
733,Standard,United Kingdom,Laptop,2022-06,14,False
734,Premium,Australia,Tablet,2022-06,215,True
735,Basic,Germany,Laptop,2022-06,3,False
736,Premium,France,Smartphone,2022-06,0,False
737,Basic,Brazil,Tablet,2022-07,348,True
738,Standard,Mexico,Smartphone,2022-06,98,True
739,Standard,Spain,Smartphone,2022-06,308,True
740,Basic,Italy,Tablet,2022-06,11,False
741,Premium,Spain,Smart TV,2022-06,223,True
742,Basic,Spain,Smartphone,2022-06,7,False
743,Standard,United States,Laptop,2022-06,311,True
744,Premium,Canada,Tablet,2022-06,222,True
745,Basic,United States,Laptop,2022-06,372,True
746,Basic,United States,Smartphone,2022-06,366,True
747,Basic,Canada,Smart TV,2022-06,12,False
748,Standard,United Kingdom,Smart TV,2022-06,200,True
749,Premium,Australia,Smart TV,2022-07,323,True
750,Basic,Germany,Smart TV,2022-07,5,False
751,Basic,France,Laptop,2022-07,279,True
752,Premium,Brazil,Smartphone,2022-07,178,True
753,Standard,Mexico,Smartphone,2022-07,175,True
754,Standard,Spain,Laptop,2022-08,7,False
755,Basic,Italy,Tablet,2022-08,153,True
756,Premium,Spain,Smartphone,2022-08,301,True
757,Standard,Spain,Laptop,2022-09,6,False
758,Basic,United States,Laptop,2022-09,228,True
759,Standard,Canada,Smart TV,2022-09,226,True
760,Premium,United States,Smartphone,2022-09,14,False
761,Basic,United States,Smart TV,2022-08,1,False
762,Premium,Canada,Laptop,2022-09,290,True
763,Standard,United Kingdom,Laptop,2022-09,5,False
764,Basic,Australia,Smart TV,2022-09,3,False
765,Standard,Germany,Smart TV,2022-09,1,False
766,Premium,France,Smartphone,2022-09,209,True
767,Basic,Brazil,Laptop,2022-10,1,False
768,Standard,Mexico,Laptop,2022-10,16,False
769,Premium,Spain,Smart TV,2022-10,104,True
770,Basic,Italy,Laptop,2022-10,0,False
771,Premium,Spain,Tablet,2022-10,6,False
772,Basic,Spain,Laptop,2022-10,219,True
773,Standard,United States,Smart TV,2022-10,35,True
774,Standard,Canada,Smartphone,2022-10,106,True
775,Basic,United States,Tablet,2022-10,10,False
776,Premium,United States,Laptop,2022-10,243,True
777,Basic,Canada,Smartphone,2022-10,174,True
778,Standard,United Kingdom,Tablet,2022-11,11,False
779,Premium,Australia,Smart TV,2022-11,18,False
780,Basic,Germany,Laptop,2022-11,156,True
781,Premium,France,Smartphone,2022-11,1,False
782,Basic,Brazil,Laptop,2022-11,6,False
783,Standard,Mexico,Laptop,2022-11,78,True
784,Standard,Spain,Laptop,2022-10,85,True
785,Basic,Italy,Laptop,2022-10,234,True
786,Premium,Spain,Smart TV,2022-10,92,True
787,Basic,Spain,Laptop,2022-10,5,False
788,Standard,United States,Tablet,2022-09,218,True
789,Premium,Canada,Smartphone,2022-09,231,True
790,Basic,United States,Smartphone,2022-08,2,False
791,Premium,United States,Smartphone,2022-08,9,False
792,Basic,Canada,Smart TV,2022-08,160,True
793,Standard,United Kingdom,Smartphone,2022-08,3,False
794,Standard,Australia,Smart TV,2022-08,54,True
795,Basic,Germany,Smartphone,2022-08,318,True
796,Premium,France,Smart TV,2022-08,165,True
797,Basic,Brazil,Tablet,2022-08,314,True
798,Standard,Mexico,Laptop,2022-07,280,True
799,Premium,Spain,Tablet,2022-07,2,False
800,Basic,Italy,Smartphone,2022-06,21,False
801,Premium,Spain,Smartphone,2022-06,12,False
802,Basic,Spain,Smartphone,2022-06,1,False
803,Standard,United States,Smart TV,2022-06,91,True
804,Standard,Canada,Smartphone,2022-06,11,False
805,Basic,United States,Laptop,2022-06,360,True
806,Premium,United States,Laptop,2022-07,349,True
807,Basic,Canada,Tablet,2022-06,1,False
808,Standard,United Kingdom,Smart TV,2022-06,209,True
809,Premium,Australia,Smartphone,2022-06,4,False
810,Basic,Germany,Smartphone,2022-06,16,False
811,Premium,France,Laptop,2022-06,234,True
812,Basic,Brazil,Laptop,2022-06,105,True
813,Standard,Mexico,Smartphone,2022-06,8,False
814,Standard,Spain,Smartphone,2022-06,370,True
815,Basic,Italy,Smartphone,2022-06,308,True
816,Premium,Spain,Smart TV,2022-06,5,False
817,Basic,Spain,Tablet,2022-06,91,True
818,Standard,United States,Tablet,2022-06,202,True
819,Premium,Canada,Laptop,2022-07,210,True
820,Basic,United States,Tablet,2022-07,75,True
821,Basic,United States,Laptop,2022-07,285,True
822,Basic,Canada,Laptop,2022-07,17,False
823,Standard,United Kingdom,Smartphone,2022-07,73,True
824,Premium,Australia,Smartphone,2022-07,67,True
825,Basic,Germany,Laptop,2022-08,52,True
826,Basic,France,Smart TV,2022-08,4,False
827,Premium,Brazil,Smartphone,2022-08,45,True
828,Standard,Mexico,Smart TV,2022-08,156,True
829,Standard,Spain,Tablet,2022-09,3,False
830,Basic,Italy,Smartphone,2022-09,136,True
831,Premium,Spain,Smartphone,2022-09,1,False
832,Standard,Spain,Tablet,2022-09,31,True
833,Basic,United States,Smartphone,2022-09,1,False
834,Standard,Canada,Smart TV,2022-09,7,False
835,Premium,United States,Laptop,2022-09,155,True
836,Basic,United States,Laptop,2022-10,7,False
837,Premium,Canada,Smart TV,2022-10,204,True
838,Standard,United Kingdom,Smartphone,2022-10,1,False
839,Basic,Australia,Laptop,2022-10,255,True
840,Standard,Germany,Smartphone,2022-10,28,False
841,Premium,France,Smartphone,2022-10,102,True
842,Basic,Brazil,Laptop,2022-10,11,False
843,Standard,Mexico,Smartphone,2022-10,7,False
844,Premium,Spain,Smart TV,2022-10,21,False
845,Basic,Italy,Smartphone,2022-10,1,False
846,Premium,Spain,Laptop,2022-10,1,False
847,Basic,Spain,Smart TV,2022-10,235,True
848,Standard,United States,Tablet,2022-11,19,False
849,Standard,Canada,Smart TV,2022-11,155,True
850,Basic,United States,Smart TV,2022-11,154,True
851,Premium,United States,Laptop,2022-11,4,False
852,Basic,Canada,Laptop,2022-11,4,False
853,Standard,United Kingdom,Tablet,2022-11,72,True
854,Premium,Australia,Smart TV,2022-11,9,False
855,Basic,Germany,Laptop,2022-11,226,True
856,Premium,France,Smart TV,2022-10,11,False
857,Basic,Brazil,Smartphone,2022-09,126,True
858,Standard,Mexico,Laptop,2022-09,8,False
859,Standard,Spain,Tablet,2022-09,3,False
860,Basic,Italy,Smart TV,2022-08,301,True
861,Premium,Spain,Smart TV,2022-08,6,False
862,Basic,Spain,Smartphone,2022-08,308,True
863,Standard,United States,Laptop,2022-08,14,False
864,Premium,Canada,Tablet,2022-08,258,True
865,Basic,United States,Smartphone,2022-08,257,True
866,Premium,United States,Smart TV,2022-08,1,False
867,Basic,Canada,Tablet,2022-07,6,False
868,Standard,United Kingdom,Tablet,2022-07,276,True
869,Standard,Australia,Tablet,2022-07,197,True
870,Basic,Germany,Laptop,2022-07,2,False
871,Premium,France,Tablet,2022-06,212,True
872,Basic,Brazil,Laptop,2022-06,301,True
873,Standard,Mexico,Smart TV,2022-06,11,False
874,Premium,Spain,Smart TV,2022-06,1,False
875,Basic,Italy,Smart TV,2022-06,19,False
876,Premium,Spain,Tablet,2022-06,7,False
877,Basic,Spain,Smart TV,2022-06,353,True
878,Standard,United States,Smartphone,2022-06,298,True
879,Standard,Canada,Tablet,2022-06,228,True
880,Basic,United States,Smart TV,2022-06,316,True
881,Premium,United States,Smartphone,2022-06,1,False
882,Basic,Canada,Smart TV,2022-06,98,True
883,Standard,United Kingdom,Tablet,2022-06,110,True
884,Premium,Australia,Tablet,2022-06,100,True
885,Basic,Germany,Tablet,2022-06,93,True
886,Premium,France,Smart TV,2022-06,305,True
887,Basic,Brazil,Laptop,2022-06,357,True
888,Standard,Mexico,Laptop,2022-06,0,False
889,Standard,Spain,Smartphone,2022-07,3,False
890,Basic,Italy,Smart TV,2022-07,344,True
891,Premium,Spain,Smart TV,2022-07,283,True
892,Basic,Spain,Tablet,2022-07,11,False
893,Standard,United States,Smart TV,2022-07,261,True
894,Premium,Canada,Smart TV,2022-08,46,True
895,Basic,United States,Smartphone,2022-08,6,False
896,Basic,United States,Smartphone,2022-08,3,False
897,Basic,Canada,Laptop,2022-08,38,True
898,Standard,United Kingdom,Tablet,2022-08,144,True
899,Premium,Australia,Laptop,2022-09,5,False
900,Basic,Germany,Smartphone,2022-09,3,False
901,Basic,France,Smartphone,2022-09,19,False
902,Premium,Brazil,Tablet,2022-09,14,False
903,Standard,Mexico,Laptop,2022-09,264,True
904,Standard,Spain,Tablet,2022-09,116,True
905,Basic,Italy,Laptop,2022-10,7,False
906,Premium,Spain,Smart TV,2022-10,21,False
907,Standard,Spain,Laptop,2022-10,9,False
908,Basic,United States,Smart TV,2022-10,3,False
909,Standard,Canada,Tablet,2022-10,110,True
910,Premium,United States,Smart TV,2022-10,1,False
911,Basic,United States,Smart TV,2022-10,107,True
912,Premium,Canada,Tablet,2022-10,254,True
913,Standard,United Kingdom,Laptop,2022-10,118,True
914,Basic,Australia,Smart TV,2022-10,193,True
915,Standard,Germany,Laptop,2022-10,3,False
916,Premium,France,Smartphone,2022-10,174,True
917,Basic,Brazil,Tablet,2022-10,1,False
918,Standard,Mexico,Smart TV,2022-10,4,False
919,Premium,Spain,Smartphone,2022-11,172,True
920,Basic,Italy,Tablet,2022-11,2,False
921,Premium,Spain,Smart TV,2022-11,3,False
922,Basic,Spain,Tablet,2022-11,11,False
923,Standard,United States,Tablet,2022-11,28,False
924,Standard,Canada,Smart TV,2022-11,6,False
925,Basic,United States,Laptop,2022-10,177,True
926,Premium,United States,Laptop,2022-10,16,False
927,Basic,Canada,Laptop,2022-10,5,False
928,Standard,United Kingdom,Smartphone,2022-10,250,True
929,Premium,Australia,Smart TV,2022-08,0,False
930,Basic,Germany,Laptop,2022-08,45,True
931,Premium,France,Laptop,2022-08,14,False
932,Basic,Brazil,Smart TV,2022-08,5,False
933,Standard,Mexico,Laptop,2022-08,1,False
934,Standard,Spain,Smartphone,2022-08,44,True
935,Basic,Italy,Smartphone,2022-08,1,False
936,Premium,Spain,Tablet,2022-07,4,False
937,Basic,Spain,Smartphone,2022-07,0,False
938,Standard,United States,Smart TV,2022-07,188,True
939,Premium,Canada,Tablet,2022-07,291,True
940,Basic,United States,Smart TV,2022-06,1,False
941,Premium,United States,Smart TV,2022-06,85,True
942,Basic,Canada,Laptop,2022-06,2,False
943,Standard,United Kingdom,Smart TV,2022-06,2,False
944,Standard,Australia,Tablet,2022-06,3,False
945,Basic,Germany,Laptop,2022-06,90,True
946,Premium,France,Laptop,2022-06,352,True
947,Basic,Brazil,Tablet,2022-06,85,True
948,Standard,Mexico,Laptop,2022-06,355,True
949,Premium,Spain,Tablet,2022-06,296,True
950,Basic,Italy,Tablet,2022-06,214,True
951,Premium,Spain,Smartphone,2022-06,102,True
952,Basic,Spain,Tablet,2022-06,3,False
953,Standard,United States,Laptop,2022-06,216,True
954,Standard,Canada,Smartphone,2022-06,367,True
955,Basic,United States,Laptop,2022-06,2,False
956,Premium,United States,Smart TV,2022-06,6,False
957,Basic,Canada,Tablet,2022-06,3,False
958,Standard,United Kingdom,Laptop,2022-07,13,False
959,Premium,Australia,Laptop,2022-07,201,True
960,Basic,Germany,Tablet,2022-07,17,False
961,Premium,France,Laptop,2022-07,338,True
962,Basic,Brazil,Laptop,2022-07,0,False
963,Standard,Mexico,Tablet,2022-08,1,False
964,Standard,Spain,Smart TV,2022-08,248,True
965,Basic,Italy,Laptop,2022-08,5,False
966,Premium,Spain,Laptop,2022-08,160,True
967,Basic,Spain,Smartphone,2022-08,24,False
968,Standard,United States,Tablet,2022-08,291,True
969,Premium,Canada,Smart TV,2022-09,297,True
970,Basic,United States,Tablet,2022-09,4,False
971,Basic,United States,Tablet,2022-09,284,True
972,Basic,Canada,Laptop,2022-09,5,False
973,Standard,United Kingdom,Smartphone,2022-09,9,False
974,Premium,Australia,Smartphone,2022-09,204,True
975,Basic,Germany,Smart TV,2022-10,38,True
976,Basic,France,Laptop,2022-10,202,True
977,Premium,Brazil,Laptop,2022-10,198,True
978,Standard,Mexico,Smart TV,2022-10,0,False
979,Standard,Spain,Smartphone,2022-10,257,True
980,Basic,Italy,Smart TV,2022-10,116,True
981,Premium,Spain,Smart TV,2022-10,0,False
982,Standard,Spain,Smart TV,2022-10,4,False
983,Basic,United States,Smartphone,2022-10,191,True
984,Standard,Canada,Smart TV,2022-10,243,True
985,Premium,United States,Smart TV,2022-10,0,False
986,Basic,United States,Laptop,2022-10,93,True
987,Premium,Canada,Tablet,2022-10,1,False
988,Standard,United Kingdom,Smartphone,2022-10,2,False
989,Basic,Australia,Smartphone,2022-11,70,True
990,Standard,Germany,Smartphone,2022-11,27,False
991,Premium,France,Smart TV,2022-11,71,True
992,Basic,Brazil,Smartphone,2022-11,1,False
993,Standard,Mexico,Laptop,2022-11,2,False
994,Premium,Spain,Tablet,2022-10,227,True
995,Basic,Italy,Tablet,2022-10,12,False
996,Premium,Spain,Tablet,2022-10,7,False
997,Basic,Spain,Tablet,2022-10,5,False
998,Standard,United States,Laptop,2022-09,18,False
999,Standard,Canada,Tablet,2022-08,30,False
1000,Basic,United States,Smartphone,2022-08,52,True
1001,Premium,United States,Laptop,2022-08,1,False
1002,Basic,Canada,Tablet,2022-08,40,True
1003,Standard,United Kingdom,Smart TV,2022-08,311,True
1004,Premium,Australia,Smart TV,2022-08,309,True
1005,Basic,Germany,Laptop,2022-08,45,True
1006,Premium,France,Smart TV,2022-07,3,False
1007,Basic,Brazil,Smart TV,2022-07,3,False
1008,Standard,Mexico,Smartphone,2022-07,193,True
1009,Standard,Spain,Laptop,2022-07,84,True
1010,Basic,Italy,Tablet,2022-07,207,True
1011,Premium,Spain,Smart TV,2022-07,79,True
1012,Basic,Spain,Smartphone,2022-06,295,True
1013,Standard,United States,Smart TV,2022-06,100,True
1014,Premium,Canada,Smartphone,2022-06,300,True
1015,Basic,United States,Laptop,2022-06,17,False
1016,Premium,United States,Tablet,2022-06,10,False
1017,Basic,Canada,Smartphone,2022-06,92,True
1018,Standard,United Kingdom,Tablet,2022-06,361,True
1019,Standard,Australia,Tablet,2022-06,15,False
1020,Basic,Germany,Tablet,2022-06,9,False
1021,Premium,France,Smart TV,2022-06,7,False
1022,Basic,Brazil,Laptop,2022-06,363,True
1023,Standard,Mexico,Laptop,2022-06,10,False
1024,Premium,Spain,Smartphone,2022-06,7,False
1025,Basic,Italy,Smartphone,2022-06,363,True
1026,Premium,Spain,Laptop,2022-06,85,True
1027,Basic,Spain,Tablet,2022-07,3,False
1028,Standard,United States,Tablet,2022-07,292,True
1029,Standard,Canada,Smartphone,2022-07,73,True
1030,Basic,United States,Smartphone,2022-07,6,False
1031,Premium,United States,Smart TV,2022-07,67,True
1032,Basic,Canada,Smartphone,2022-07,4,False
1033,Standard,United Kingdom,Tablet,2022-07,174,True
1034,Premium,Australia,Tablet,2022-08,317,True
1035,Basic,Germany,Smartphone,2022-08,5,False
1036,Premium,France,Smartphone,2022-08,29,False
1037,Basic,Brazil,Tablet,2022-08,0,False
1038,Standard,Mexico,Smartphone,2022-09,23,False
1039,Standard,Spain,Laptop,2022-09,18,False
1040,Basic,Italy,Smartphone,2022-09,134,True
1041,Premium,Spain,Laptop,2022-09,2,False
1042,Basic,Spain,Tablet,2022-09,2,False
1043,Standard,United States,Tablet,2022-09,272,True
1044,Premium,Canada,Tablet,2022-09,47,True
1045,Basic,United States,Tablet,2022-10,0,False
1046,Basic,United States,Laptop,2022-10,254,True
1047,Basic,Canada,Laptop,2022-10,1,False
1048,Standard,United Kingdom,Tablet,2022-10,3,False
1049,Premium,Australia,Smartphone,2022-10,193,True
1050,Basic,Germany,Smart TV,2022-10,0,False
1051,Basic,France,Laptop,2022-10,1,False
1052,Premium,Brazil,Tablet,2022-10,246,True
1053,Standard,Mexico,Smartphone,2022-10,115,True
1054,Standard,Spain,Tablet,2022-10,5,False
1055,Basic,Italy,Smartphone,2022-10,3,False
1056,Premium,Spain,Tablet,2022-10,0,False
1057,Standard,Spain,Tablet,2022-10,7,False
1058,Basic,United States,Smart TV,2022-11,171,True
1059,Standard,Canada,Tablet,2022-11,161,True
1060,Premium,United States,Laptop,2022-11,1,False
1061,Basic,United States,Tablet,2022-11,24,False
1062,Premium,Canada,Laptop,2022-11,84,True
1063,Standard,United Kingdom,Laptop,2022-11,4,False
1064,Basic,Australia,Tablet,2022-10,10,False
1065,Standard,Germany,Smart TV,2022-10,179,True
1066,Premium,France,Laptop,2022-10,6,False
1067,Basic,Brazil,Tablet,2022-10,6,False
1068,Standard,Mexico,Tablet,2022-10,184,True
1069,Premium,Spain,Smart TV,2022-10,1,False
1070,Basic,Italy,Tablet,2022-09,284,True
1071,Premium,Spain,Tablet,2022-09,18,False
1072,Basic,Spain,Tablet,2022-08,4,False
1073,Standard,United States,Smart TV,2022-08,247,True
1074,Standard,Canada,Smartphone,2022-08,4,False
1075,Basic,United States,Smart TV,2022-08,45,True
1076,Premium,United States,Laptop,2022-08,4,False
1077,Basic,Canada,Laptop,2022-07,4,False
1078,Standard,United Kingdom,Laptop,2022-07,334,True
1079,Premium,Australia,Tablet,2022-07,202,True
1080,Basic,Germany,Smartphone,2022-07,204,True
1081,Premium,France,Smartphone,2022-06,0,False
1082,Basic,Brazil,Tablet,2022-06,295,True
1083,Standard,Mexico,Laptop,2022-06,301,True
1084,Standard,Spain,Smartphone,2022-06,7,False
1085,Basic,Italy,Smartphone,2022-06,11,False
1086,Premium,Spain,Tablet,2022-06,0,False
1087,Basic,Spain,Tablet,2022-06,89,True
1088,Standard,United States,Smartphone,2022-06,307,True
1089,Premium,Canada,Tablet,2022-06,4,False
1090,Basic,United States,Smart TV,2022-06,359,True
1091,Premium,United States,Smartphone,2022-06,95,True
1092,Basic,Canada,Smart TV,2022-06,311,True
1093,Standard,United Kingdom,Smartphone,2022-06,361,True
1094,Standard,Australia,Tablet,2022-06,215,True
1095,Basic,Germany,Smartphone,2022-06,10,False
1096,Premium,France,Smartphone,2022-06,0,False
1097,Basic,Brazil,Smartphone,2022-07,202,True
1098,Standard,Mexico,Smartphone,2022-07,289,True
1099,Premium,Spain,Laptop,2022-07,288,True
1100,Basic,Italy,Laptop,2022-07,0,False
1101,Premium,Spain,Tablet,2022-07,2,False
1102,Basic,Spain,Smartphone,2022-07,0,False
1103,Standard,United States,Tablet,2022-08,5,False
1104,Standard,Canada,Smart TV,2022-08,8,False
1105,Basic,United States,Tablet,2022-08,248,True
1106,Premium,United States,Smart TV,2022-08,8,False
1107,Basic,Canada,Smart TV,2022-08,31,True
1108,Standard,United Kingdom,Laptop,2022-09,2,False
1109,Premium,Australia,Smartphone,2022-09,18,False
1110,Basic,Germany,Tablet,2022-09,287,True
1111,Premium,France,Smart TV,2022-09,16,False
1112,Basic,Brazil,Tablet,2022-09,145,True
1113,Standard,Mexico,Laptop,2022-09,0,False
1114,Standard,Spain,Smart TV,2022-10,259,True
1115,Basic,Italy,Laptop,2022-10,16,False
1116,Premium,Spain,Laptop,2022-10,1,False
1117,Basic,Spain,Tablet,2022-10,8,False
1118,Standard,United States,Smart TV,2022-10,27,False
1119,Premium,Canada,Smartphone,2022-10,2,False
1120,Basic,United States,Smartphone,2022-10,113,True
1121,Basic,United States,Smart TV,2022-10,3,False
1122,Basic,Canada,Smartphone,2022-10,184,True
1123,Standard,United Kingdom,Laptop,2022-10,3,False
1124,Premium,Australia,Laptop,2022-10,7,False
1125,Basic,Germany,Tablet,2022-10,3,False
1126,Basic,France,Laptop,2022-10,176,True
1127,Premium,Brazil,Tablet,2022-10,8,False
1128,Standard,Mexico,Tablet,2022-11,11,False
1129,Standard,Spain,Smartphone,2022-11,3,False
1130,Basic,Italy,Smart TV,2022-11,14,False
